보고서,영역,섹션,필드값,대응_지표#,GOLD_매핑,매핑근거,매핑교정,종전_매핑,앵커_팩트,앵커_경합,앵커_강제,조립가능도,판정_근거(실측)
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,홍보방법,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,FACT_SERVICE_EVENT,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME` ▸ `FACT_SERVICE_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,캠페인,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,FACT_SERVICE_EVENT,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` ▸ `FACT_SERVICE_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,개발구분,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,필드인벤토리,,,FACT_SERVICE_EVENT,,,값없음,"`FACT_MEMBER_MONTHLY.DEV_TYPE` 전건 NULL (40,054,883행)"
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,메일수신여부,(215밖),FACT_SERVICE_EVENT.MAIL_RECEIVE_FLAG,필드인벤토리,,,FACT_SERVICE_EVENT,,,값없음,"`FACT_SERVICE_EVENT.MAIL_RECEIVE_FLAG` 전건 NULL (38,467,142행)"
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,세션수,공97,FACT_GA_BEHAVIOR.SESSION_CNT,필드인벤토리~,,,FACT_GA_BEHAVIOR,,,조립가능,앵커 팩트 `FACT_GA_BEHAVIOR` 자체의 컬럼
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,평균 세션 시간,공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,필드인벤토리,,,FACT_GA_BEHAVIOR,,,값없음,"`FACT_GA_BEHAVIOR.AVG_SESSION_DURATION` 전건 NULL (4,376,339행)"
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,이탈율,공108,FACT_GA_BEHAVIOR.BOUNCE_RATE,필드인벤토리,,,FACT_GA_BEHAVIOR,,,값없음,"`FACT_GA_BEHAVIOR.BOUNCE_RATE` 전건 NULL (4,376,339행)"
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,스크롤깊이,공107,FACT_GA_BEHAVIOR.SCROLL_DEPTH,필드인벤토리,,,FACT_GA_BEHAVIOR,,,조립가능,앵커 팩트 `FACT_GA_BEHAVIOR` 자체의 컬럼
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,event_category,공99,DIM_GA_EVENT,지표사전,,,FACT_GA_BEHAVIOR,,,조립가능,`FACT_GA_BEHAVIOR` → `DIM_GA_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,event_label,공100,DIM_GA_EVENT,지표사전,,,FACT_GA_BEHAVIOR,,,조립가능,`FACT_GA_BEHAVIOR` → `DIM_GA_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,event_action,공101,DIM_GA_EVENT,지표사전,,,FACT_GA_BEHAVIOR,,,조립가능,`FACT_GA_BEHAVIOR` → `DIM_GA_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송일,(215밖),FACT_SERVICE_EVENT.DATE_SK,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송구분(대),공133,DIM_SERVICE.SEND_TYPE_L,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,`FACT_SERVICE_EVENT` → `DIM_SERVICE` FK 생존(비영 존재)
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송구분(중),공134,DIM_SERVICE.SEND_TYPE_M,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,`FACT_SERVICE_EVENT` → `DIM_SERVICE` FK 생존(비영 존재)
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송구분(소),공135,DIM_SERVICE.SEND_TYPE_S,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,`FACT_SERVICE_EVENT` → `DIM_SERVICE` FK 생존(비영 존재)
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,제목,공136,FACT_SERVICE_EVENT.SEND_TITLE,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송유형,(215밖),FACT_SERVICE_EVENT.SEND_TYPE,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송(명),,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),교정등록부(WRONG_UNIT),WRONG_UNIT,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),FACT_SERVICE_EVENT,,,판정불가(SV파생),"[매핑교정 WRONG_UNIT] 🔴 `FACT_SERVICE_EVENT.SEND_MEMBERS` 는 0/1 플래그의 SUM 이라 **건수**다 — 「명」으로 쓰면 과대값이 나온다(O39 실측: SUM 38,470,780 vs 고유회원 1,031,971 = 37.3배). 「명」은 SV 의 `COUNT(DISTINCT)` metric 으로 답해야 한다. ▸ 종전 매핑 `SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK)` → 교정 `SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK)` ▸ SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다"
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,성공(명),,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,교정등록부(WRONG_UNIT),WRONG_UNIT,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,FACT_SERVICE_EVENT,,,조립가능,[매핑교정 WRONG_UNIT] `_MEMBERS` 는 건수 플래그 계열이다(O39). ⚠️ 이 컬럼은 O39-B 로 **전건 0**(값 미주입) — 조회하면 `0` 이 돌아온다. ▸ 종전 매핑 `FACT_SERVICE_EVENT.SUCCESS_MEMBERS` → 교정 `FACT_SERVICE_EVENT.SUCCESS_MEMBERS` ▸ 앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,실패(명),,FACT_SERVICE_EVENT.FAIL_MEMBERS,교정등록부(WRONG_UNIT),WRONG_UNIT,FACT_SERVICE_EVENT.FAIL_MEMBERS,FACT_SERVICE_EVENT,,,조립가능,[매핑교정 WRONG_UNIT] 위와 동일 계열 · O39-B 전건 0. ▸ 종전 매핑 `FACT_SERVICE_EVENT.FAIL_MEMBERS` → 교정 `FACT_SERVICE_EVENT.FAIL_MEMBERS` ▸ 앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송대비 성공율(%),(FSE 파생),SV metric — 성공율(%) = SUCCESS_MEMBERS/SEND_MEMBERS,SV파생,,,FACT_SERVICE_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,회원상태,공132,DIM_MEMBER,지표사전,,,FACT_SERVICE_EVENT,,,조립가능,"`FACT_SERVICE_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,납입방식,,FACT_MEMBER_FEE.PAYMENT_SK,교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.PAYMENT_SK,FACT_SERVICE_EVENT,,,배분규칙필요,[매핑교정 OPENED_O45] [O45] 결제수단은 **회비 행의 속성**이다(`SETLE_CD` 11종 · 채움 99.78%). `FMM` 은 회원-월 grain 이라 붙이면 귀속 규칙이 필요했다. ⚠️라벨 커버리지 99.3% — 5종(`3`·`10`·`6`·`13`·`7`)은 코드그룹 미특정(O45-B). ▸ 종전 매핑 `FACT_MEMBER_FEE.PAYMENT_SK` → 교정 `FACT_MEMBER_FEE.PAYMENT_SK` ▸ 시간축 상이 — `FACT_SERVICE_EVENT`=일 vs `FACT_MEMBER_FEE`=월. 🔴 굵은 쪽을 잘게 내리려면 **배분(귀속) 규칙**이 필요하다 — 규칙 없이 조인하면 굵은 값이 잘은 행마다 복제된다. 이것은 모델링이 아니라 **업무 판단**이다(O47·P95).
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,중단채널,(215밖),FACT_SERVICE_EVENT.STOP_CHANNEL,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,세션캠페인,공102,FACT_GA_BEHAVIOR.CAMPAIGN_SK,필드인벤토리,,,FACT_GA_BEHAVIOR,,,값없음,"`FACT_GA_BEHAVIOR.CAMPAIGN_SK` 전건 0 (4,376,339행)"
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,세션콘텐츠,공103,DIM_GA_SOURCE.UTM_CONTENT,필드인벤토리·별칭등록부,,,FACT_GA_BEHAVIOR,,,조립가능,`FACT_GA_BEHAVIOR` → `DIM_GA_SOURCE` FK 생존(비영 존재)
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,조회수,공96,FACT_GA_BEHAVIOR.VIEW_CNT,필드인벤토리~,,,FACT_GA_BEHAVIOR,,,조립가능,앵커 팩트 `FACT_GA_BEHAVIOR` 자체의 컬럼
회원,3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,세션수,공97,FACT_GA_BEHAVIOR.SESSION_CNT,필드인벤토리~,,,FACT_GA_BEHAVIOR,,,조립가능,앵커 팩트 `FACT_GA_BEHAVIOR` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여일,,(미매칭 — GOLD 물리·SV 대응 미확인),(미매칭),,,FACT_EVENT_PARTICIPATION,,,판정불가,GOLD 매핑이 물리 컬럼 형태가 아니다(미정·비고 등)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,정기후원금,(215밖),FACT_EVENT_PARTICIPATION.REGULAR_DONATION,필드인벤토리~,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,정기후원금 *(중복)*,(215밖),FACT_EVENT_PARTICIPATION.REGULAR_DONATION,필드인벤토리~,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,총 참여수,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,필드인벤토리·별칭등록부,,,FACT_EVENT_PARTICIPATION,,,값없음,"`FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES` 전건 0 (1,134,126행)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 참여 횟수 - 전체,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,필드인벤토리~,,,FACT_EVENT_PARTICIPATION,,,값없음,"`FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES` 전건 0 (1,134,126행)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 참여 횟수 - 전체 *(중복)*,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,필드인벤토리~,,,FACT_EVENT_PARTICIPATION,,,값없음,"`FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES` 전건 0 (1,134,126행)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트명,(215밖),DIM_EVENT.EVENT_NAME,필드인벤토리·별칭등록부,,,FACT_EVENT_PARTICIPATION,,,조립가능,`FACT_EVENT_PARTICIPATION` → `DIM_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여자수,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPANT_CNT,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 구분,(215밖),DIM_EVENT.EVENT_CATEGORY,필드인벤토리·별칭등록부,,,FACT_EVENT_PARTICIPATION,,,조립가능,`FACT_EVENT_PARTICIPATION` → `DIM_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 구분 *(중복)*,(215밖),DIM_EVENT.EVENT_CATEGORY,필드인벤토리·별칭등록부,,,FACT_EVENT_PARTICIPATION,,,조립가능,`FACT_EVENT_PARTICIPATION` → `DIM_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여경로,(215밖),FACT_EVENT_PARTICIPATION.PART_PATH,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여경로 *(중복)*,(215밖),FACT_EVENT_PARTICIPATION.PART_PATH,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여채널,(215밖),FACT_EVENT_PARTICIPATION.PART_CHANNEL,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여채널 *(중복)*,(215밖),FACT_EVENT_PARTICIPATION.PART_CHANNEL,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,당첨여부,(215밖),FACT_EVENT_PARTICIPATION.WIN_FLAG,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트구분,(215밖),DIM_EVENT.EVENT_CATEGORY,필드인벤토리·별칭등록부,,,FACT_EVENT_PARTICIPATION,,,조립가능,`FACT_EVENT_PARTICIPATION` → `DIM_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트명 *(중복)*,(215밖),DIM_EVENT.EVENT_NAME,필드인벤토리·별칭등록부,,,FACT_EVENT_PARTICIPATION,,,조립가능,`FACT_EVENT_PARTICIPATION` → `DIM_EVENT` FK 생존(비영 존재)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,법인,공114,DIM_ORG.CORP,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,값없음,"`DIM_ORG.CORP` 전건 NULL (1,315행)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,회원번호,,DIM_MEMBER.MEMBER_DK,교정등록부(WRONG_DIM),WRONG_DIM,DIM_MEMBER.MEMBER_DK,FACT_EVENT_PARTICIPATION,,,조립가능,"[매핑교정 WRONG_DIM] `DIM_MEMBER_IDENTITY` 는 GA↔CRM 신원 브리지 전용 차원이고 **CRM 팩트에서 가는 FK 가 없다**. 회원번호는 모든 팩트에 `MEMBER_DK` 로 실재하고 `DIM_MEMBER` 자연키 조인이 살아 있다. 이 오매핑이 12필드에 걸쳐 반복됐다. ▸ 종전 매핑 `DIM_MEMBER.MEMBER_DK` → 교정 `DIM_MEMBER.MEMBER_DK` ▸ 앵커 팩트 `FACT_EVENT_PARTICIPATION` 가 **동명 degenerate 컬럼 `MEMBER_DK` 을 직접 보유**한다 (실측 채움 1,134,126/1,134,126) — `DIM_MEMBER` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,연령,(215밖),DIM_MEMBER.AGE_BAND,필드인벤토리·별칭등록부,,,FACT_EVENT_PARTICIPATION,,,조립가능,"`FACT_EVENT_PARTICIPATION` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,성별,공130,DIM_MEMBER,지표사전,,,FACT_EVENT_PARTICIPATION,,,조립가능,"`FACT_EVENT_PARTICIPATION` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,지역,공131,DIM_MEMBER.REGION,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,"`FACT_EVENT_PARTICIPATION` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,최초캠페인,공29,DIM_MEMBER.FIRST_CAMPAIGN,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,"`FACT_EVENT_PARTICIPATION` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,최근캠페인,공120,DIM_CAMPAIGN,지표사전~,,,FACT_EVENT_PARTICIPATION,,,도달불가,`FACT_EVENT_PARTICIPATION` → `DIM_CAMPAIGN` FK **전건 센티넬** — 조인해도 `(미매핑)` 한 덩어리가 된다
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,후원사업,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),FACT_EVENT_PARTICIPATION,,,조립가능,"[매핑교정 OPENED_O45] 🔴 **같은 라벨이 두 축이다**. 회비·미납 분석의 후원사업 = **납입 대상**(회비 행에 붙은 값, `SPNSR_BSNS_ID` 채움 99.83%) → `FACT_MEMBER_FEE`. 개발·중단·회원특성 분석의 후원사업 = **획득 시점**(그 회원을 데려온 사업) → `DIM_MEMBER_ACQUISITION`. 한 회원이 여러 후원사업에 내므로 회원-월 grain 에 하나로 붙일 수 없다(회원-월 37,148,615 → 회원-월-후원사업 39,563,730). ⚠️ 목표(`FACT_TARGET_DEV`)에는 후원사업 축이 없어 **목표 대비 후원사업별 달성률은 불가**하다. ▸ 종전 매핑 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` → 교정 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` ▸ [축 병기 — 앵커 `FACT_EVENT_PARTICIPATION` 에 맞는 축 선택] `DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK` ▸ `FACT_EVENT_PARTICIPATION` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재) ▸ 다른 병기 축 `FACT_MEMBER_FEE.SPONSORSHIP_SK` 은 `배분규칙필요` (O47)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,회원상태,공132,DIM_MEMBER,지표사전,,,FACT_EVENT_PARTICIPATION,,,조립가능,"`FACT_EVENT_PARTICIPATION` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,최근참여일,,(미매칭 — GOLD 물리·SV 대응 미확인),(미매칭),,,FACT_EVENT_PARTICIPATION,,,판정불가,GOLD 매핑이 물리 컬럼 형태가 아니다(미정·비고 등)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여 횟수,(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,값없음,"`FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES` 전건 0 (1,134,126행)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,후원금액,(215밖),DIM_MEMBER_ACQUISITION.ACQ_SPNSR_AMT,필드인벤토리~,,,FACT_EVENT_PARTICIPATION,,,조립가능,`FACT_EVENT_PARTICIPATION` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여채널 *(중복)*,(215밖),FACT_EVENT_PARTICIPATION.PART_CHANNEL,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여경로 *(중복)*,(215밖),FACT_EVENT_PARTICIPATION.PART_PATH,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여상태,(215밖),FACT_EVENT_PARTICIPATION.PART_STATUS,필드인벤토리,,,FACT_EVENT_PARTICIPATION,,,조립가능,앵커 팩트 `FACT_EVENT_PARTICIPATION` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,세션수,공97,FACT_GA_BEHAVIOR.SESSION_CNT,필드인벤토리~,,,FACT_GA_BEHAVIOR,,,조립가능,앵커 팩트 `FACT_GA_BEHAVIOR` 자체의 컬럼
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,이탈률,공108,FACT_GA_BEHAVIOR.BOUNCE_RATE,필드인벤토리,,,FACT_GA_BEHAVIOR,,,값없음,"`FACT_GA_BEHAVIOR.BOUNCE_RATE` 전건 NULL (4,376,339행)"
회원,3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · GA 필드,평균 세션시간,공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,필드인벤토리,,,FACT_GA_BEHAVIOR,,,값없음,"`FACT_GA_BEHAVIOR.AVG_SESSION_DURATION` 전건 NULL (4,376,339행)"
