# 생성기: scripts/gen_metric_gold_mapping.py | 측정일: 2026-08-10
# 본 파일은 자동 생성물입니다. 직접 수정 금지 — 생성기 scripts/gen_metric_gold_mapping.py 수정 후 재실행하세요.

## 지표 → GOLD 매핑 (215)
지표#,구분,지표명,유형,소스,단위,GOLD_배속,GOLD_매핑(물리컬럼/SV base),SILVER_원천,BRONZE_원천,정본_계산식,상태,상태_근거
신47,서비스,서비스별 서신참여회원 중단율(%),derived,CRM,%,SV,SV metric — 분자: D5_STOP(서신코호트) / 분모: LETTER_PART_MEMBERS(또는 총발송),,,"(서비스별 서신참여회원 중 중단회원(명,건) / 서비스별 서신참여 회원(명,건)) × 100. +5일내 중단(명,건) / 총 발송(명,건)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신48,서비스,서비스별 서신참여회원 가입캠페인 구성비(%),derived,CRM,%,SV,SV metric — 분자: 서신(캠페인) / 분모: 서신(전체),,,"(해당 캠페인 서비스별 서신참여회원(명,건) / 서비스별 전체 서신참여회원(명,건)) × 100",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신49,서비스,서비스별 선물금 참여율(%),derived,CRM,%,SV,SV metric — 분자: GIFT_PART_MEMBERS / 분모: 참여회원수,CRM_SEND_MEMBER;CRM_SEND_REQUEST,SND_MEMBER_LIST;SND_REQ_MST;TD_MS_EMAIL_SNDNG_DTLS;TD_MS_MSG_AT_SNDNG_DTLS;TD_MS_PSTMTR_SNDNG_DTL;TM_MS_EMAIL_SNDNG;TM_MS_MSG_AT_SNDNG;TM_MS_PSTMTR_SNDNG,"(서비스별 선물금 참여회원(명,건) / 해당 서비스 참여회원(명,건)) × 100",WAIT,실측: `FACT_SERVICE_EVENT.GIFT_PART_MEMBERS` 전건 0 — 설계O·값 미주입
신50,서비스,서비스별 선물금참여회원 N개월 유지율(%),derived,CRM,%,SV,SV metric — 분자: D5_GIFT_PART 유지 회원수 / 분모: GIFT_PART_MEMBERS,,,"(서비스별 선물금참여 후 N개월 시점 유지 회원(명,건) / 서비스별 선물금참여 회원(명,건)) × 100. 유지기간 = AVG(중단일자−가입일자) or AVG(기준일자−가입일자)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신51,서비스,서비스별 선물금참여회원 납입율(%),derived,CRM,%,SV,SV metric — 분자: 선물금코호트 중 납입회원 / 분모: GIFT_PART_MEMBERS,,,"(서비스별 선물금참여회원 중 납입회원(명,건) / 서비스별 선물금참여 회원(명,건)) × 100. 평균 납입회비 = SUM(서비스별 선물금참여회원의 납입회비) / 서비스별 선물금참여회원수(명)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신52,서비스,서비스별 선물금참여회원 중단율(%),derived,CRM,%,SV,SV metric — 분자: D5_STOP(선물금코호트) / 분모: GIFT_PART_MEMBERS(또는 총발송),,,"(서비스별 선물금참여회원 중 중단회원(명,건) / 서비스별 선물금참여 회원(명,건)) × 100. +5일내 중단(명,건) / 총 발송(명,건)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신53,서비스,서비스별 선물금참여회원 가입캠페인 구성비(%),derived,CRM,%,SV,SV metric — 분자: 선물금(캠페인) / 분모: 선물금(전체),,,"(해당 캠페인 서비스별 선물금참여회원(명,건) / 서비스별 전체 선물금참여회원(명,건)) × 100",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정

## 마케팅 보고서필드 → 지표#/GOLD
영역,섹션,필드값,데이터원천,데이터TYPE,대응_지표#,GOLD_매핑,분해축,매핑근거
마케팅 보고서,"1. 개발현황 (목표, 실적)",부서명,(미정),문자,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT,,교정등록부(OPENED_O45)
마케팅 보고서,"1. 개발현황 (목표, 실적)",기준일시,CRM,날짜,,⛔ 불가 — 목표 원천 `TM_CM_MBER_DVLP_GOAL` 11컬럼 시간축이 `STDYY`+`STDR_MT` 뿐 — 일자 컬럼 부재,,⛔불가(등록부)
마케팅 보고서,"1. 개발현황 (목표, 실적)",매체명(브랜드2),(상속),문자+숫자,,"⛔ 불가 — `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 243,545/243,545 전건 센티넬 + 목표측 매체 축 부재",,⛔불가(등록부)
마케팅 보고서,"1. 개발현황 (목표, 실적)",월 목표,CRM,숫자(회계),(215밖),FACT_DEV_ACHIEVEMENT.GOAL_CNT,,필드인벤토리~
마케팅 보고서,"1. 개발현황 (목표, 실적)",일별 실적,(상속),숫자(회계),,FACT_MEMBER_EVENT.DEV_CNT,,교정등록부(WRONG_GRAIN)
마케팅 보고서,"1. 개발현황 (목표, 실적)",월 실적,(상속),숫자(회계),,FACT_DEV_ACHIEVEMENT.ACTUAL_CNT,,교정등록부(WRONG_GRAIN)
마케팅 보고서,"1. 개발현황 (목표, 실적)",월 목표 달성율,(상속),백분율,공1·2·3,SV metric — 목표달성율(%) = 개발(건)/회원개발목표 (FTG_D 분모),,SV파생
마케팅 보고서,"1. 개발현황 (목표, 실적)",(누계)월 목표,(상속),숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
마케팅 보고서,"1. 개발현황 (목표, 실적)",(누계)월 실적,(상속),숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
마케팅 보고서,"1. 개발현황 (목표, 실적)",(누계)월 목표 달성율,(상속),백분율,공1·2·3,SV metric — 목표달성율(%) = 개발(건)/회원개발목표 (FTG_D 분모),기간윈도우: YTD 누계,SV파생
마케팅 보고서,"1. 개발현황 (목표, 실적)",연 목표,(상속),숫자(회계),공3,SV metric — 분자: DEV_CNT(YR) / 분모: GOAL_CNT(YR),,지표사전~
마케팅 보고서,"1. 개발현황 (목표, 실적)",연 목표 달성율,(상속),백분율,공1·2·3,SV metric — 목표달성율(%) = 개발(건)/회원개발목표 (FTG_D 분모),,SV파생
마케팅 보고서,"1. 개발현황 (목표, 실적)",예산구분,-,문자,(215밖),DIM_BUDGET_ITEM.BUDGET_CATEGORY,,필드인벤토리
마케팅 보고서,2. 집행예산 및 개발효율,매체명(브랜드2),(상속),문자,,"⛔ 불가 — `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 243,545/243,545 전건 센티넬 + 목표측 매체 축 부재",,⛔불가(등록부)
마케팅 보고서,2. 집행예산 및 개발효율,기준일시,ERP,날짜,,⛔ 불가 — 목표 원천 `TM_CM_MBER_DVLP_GOAL` 11컬럼 시간축이 `STDYY`+`STDR_MT` 뿐 — 일자 컬럼 부재,,⛔불가(등록부)
마케팅 보고서,2. 집행예산 및 개발효율,세세목명,ERP,문자,(215밖),DIM_BUDGET_ITEM.BUDGET_ITEM_NAME,,필드인벤토리
마케팅 보고서,2. 집행예산 및 개발효율,월 편성예산,ERP,숫자(회계),(215밖),FACT_BUDGET.PLAN_BUDGET_MONTH,,필드인벤토리(어순)
마케팅 보고서,2. 집행예산 및 개발효율,(누계)편성예산,ERP,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
마케팅 보고서,2. 집행예산 및 개발효율,월 집행예산(ERP 마감값),ERP,숫자(회계),(215밖),FACT_BUDGET.EXEC_BUDGET_ERP,,필드인벤토리·별칭등록부
마케팅 보고서,2. 집행예산 및 개발효율,(누계)집행예산(ERP 마감값),ERP,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
마케팅 보고서,2. 집행예산 및 개발효율,연 편성예산,ERP,숫자(회계),(215밖),FACT_BUDGET.PLAN_BUDGET_YEAR,,필드인벤토리(어순)
마케팅 보고서,2. 집행예산 및 개발효율,연 편성 집행율,ERP,백분율,(overview),"SV metric — 집행율(%) = 집행예산/편성예산 (FBD, P7)",,SV파생
마케팅 보고서,2. 집행예산 및 개발효율,월 편성 집행율,ERP,백분율,(overview),"SV metric — 집행율(%) = 집행예산/편성예산 (FBD, P7)",,SV파생
마케팅 보고서,2. 집행예산 및 개발효율,월 집행예산(추정치),대행사 자료(일별레포트),숫자(회계),(215밖),FACT_BUDGET.EXEC_BUDGET_EST,,필드인벤토리·별칭등록부
마케팅 보고서,2. 집행예산 및 개발효율,(누계)집행예산(추정치),대행사 자료(일별레포트),숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
마케팅 보고서,2. 집행예산 및 개발효율,예산구분,-,문자,(215밖),DIM_BUDGET_ITEM.BUDGET_CATEGORY,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,매체명(브랜드2),대행사 자료(일별레포트),문자,,"⛔ 불가 — `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 243,545/243,545 전건 센티넬 + 목표측 매체 축 부재",,⛔불가(등록부)
마케팅 보고서,3. 매체별 개발효율 상세,기준일시,대행사 자료(일별레포트),날짜,,⛔ 불가 — 목표 원천 `TM_CM_MBER_DVLP_GOAL` 11컬럼 시간축이 `STDYY`+`STDR_MT` 뿐 — 일자 컬럼 부재,,⛔불가(등록부)
마케팅 보고서,3. 매체별 개발효율 상세,요일,대행사 자료(일별레포트),문자,(215밖),DIM_DATE.DAY_OF_WEEK,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,주차,대행사 자료(일별레포트),숫자+문자,(215밖),DIM_DATE.WEEK_OF_YEAR,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,광고시작시간,대행사 자료(일별레포트),시간,(215밖),FACT_AD_BROADCAST.AD_START_TIME,,필드인벤토리~
마케팅 보고서,3. 매체별 개발효율 상세,법인명,대행사 자료(일별레포트),문자,공114,DIM_ORG.CORP,,필드인벤토리·별칭등록부
마케팅 보고서,3. 매체별 개발효율 상세,광고유형,대행사 자료(일별레포트),문자,(215밖),DIM_AD_CREATIVE.AD_TYPE,,필드인벤토리~
마케팅 보고서,3. 매체별 개발효율 상세,매체유형명,대행사 자료(일별레포트),문자,공13,DIM_AD_CREATIVE.PLATFORM_TYPE,,필드인벤토리·별칭등록부
마케팅 보고서,3. 매체별 개발효율 상세,국내/해외명,대행사 자료(일별레포트),문자,공15,DIM_CAMPAIGN.DOMESTIC_OVERSEAS,,필드인벤토리~
마케팅 보고서,3. 매체별 개발효율 상세,사업/사례명,대행사 자료(일별레포트),문자,공16,DIM_CAMPAIGN.BIZ_CASE_TYPE,,필드인벤토리~
마케팅 보고서,3. 매체별 개발효율 상세,캠페인 유형명,대행사 자료(일별레포트),문자,공17,DIM_CAMPAIGN.CAMPAIGN_TYPE,,필드인벤토리~
마케팅 보고서,3. 매체별 개발효율 상세,캠페인명,대행사 자료(일별레포트),문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
마케팅 보고서,3. 매체별 개발효율 상세,소재,대행사 자료(일별레포트),문자+숫자,공20,DIM_AD_CREATIVE.CREATIVE,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,CM위치,대행사 자료(일별레포트),문자,공21,DIM_AD_CREATIVE.CM_POSITION,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,초수,대행사 자료(일별레포트),시간,공22,DIM_AD_CREATIVE.DURATION_SEC,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,광고비,대행사 자료(일별레포트) / Google Ads,숫자(회계),(215밖),FACT_BUDGET.AD_COST,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,노출수(횟수),대행사 자료(일별레포트) / Google Ads,숫자(회계),공23,FACT_AD_PERFORMANCE.IMPRESSIONS,,필드인벤토리~
마케팅 보고서,3. 매체별 개발효율 상세,클릭수,대행사 자료(일별레포트) / Google Ads,숫자(회계),공24 공9,FACT_AD_PERFORMANCE.CLICKS,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,GA 전환수(명),대행사 자료(일별레포트) / GA,숫자(회계),(215밖),FACT_AD_PERFORMANCE.GA_CONV_MEMBERS,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,GA 전환수(건),대행사 자료(일별레포트) / GA,숫자(회계),(215밖),FACT_AD_PERFORMANCE.GA_CONV_MEMBERS,,필드인벤토리(단위)
마케팅 보고서,3. 매체별 개발효율 상세,인입콜,대행사 자료(일별레포트),숫자(회계),공25,FACT_AD_PERFORMANCE.INBOUND_CALL,,필드인벤토리
마케팅 보고서,3. 매체별 개발효율 상세,잠재고객 이름(=타겟그룹),GA,문자,(215밖),DIM_AD_CREATIVE.TARGET_GROUP,,필드인벤토리~
마케팅 보고서,3. 매체별 개발효율 상세,member_id(=회원번호),GA,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
마케팅 보고서,4. 전환회원 특성,매체명(브랜드2),CRM,문자,,"⛔ 불가 — `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 243,545/243,545 전건 센티넬 + 목표측 매체 축 부재",,⛔불가(등록부)
마케팅 보고서,4. 전환회원 특성,기준일시,CRM,날짜,,⛔ 불가 — 목표 원천 `TM_CM_MBER_DVLP_GOAL` 11컬럼 시간축이 `STDYY`+`STDR_MT` 뿐 — 일자 컬럼 부재,,⛔불가(등록부)
마케팅 보고서,4. 전환회원 특성,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
마케팅 보고서,4. 전환회원 특성,상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
마케팅 보고서,4. 전환회원 특성,캠페인명,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
마케팅 보고서,4. 전환회원 특성,개발구분,CRM,문자,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,,필드인벤토리
마케팅 보고서,4. 전환회원 특성,법인명,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리·별칭등록부
마케팅 보고서,4. 전환회원 특성,후원사업(2)명,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME,,교정등록부(OPENED_O45)
마케팅 보고서,4. 전환회원 특성,성별(회원),CRM,문자,공130,DIM_MEMBER,,지표사전·별칭등록부
마케팅 보고서,4. 전환회원 특성,연령대,CRM,숫자+문자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리
마케팅 보고서,4. 전환회원 특성,회원번호,CRM,(미정),,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
마케팅 보고서,4. 전환회원 특성,개발(건),CRM,숫자,공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
마케팅 보고서,5. 캠페인별 LTV (신규),매체명(브랜드2),CRM,문자,,"⛔ 불가 — `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 243,545/243,545 전건 센티넬 + 목표측 매체 축 부재",,⛔불가(등록부)
마케팅 보고서,5. 캠페인별 LTV (신규),기준일시,CRM,날짜,,⛔ 불가 — 목표 원천 `TM_CM_MBER_DVLP_GOAL` 11컬럼 시간축이 `STDYY`+`STDR_MT` 뿐 — 일자 컬럼 부재,,⛔불가(등록부)
마케팅 보고서,5. 캠페인별 LTV (신규),부서명,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT,,교정등록부(OPENED_O45)
마케팅 보고서,5. 캠페인별 LTV (신규),브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
마케팅 보고서,5. 캠페인별 LTV (신규),상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
마케팅 보고서,5. 캠페인별 LTV (신규),캠페인명,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
마케팅 보고서,5. 캠페인별 LTV (신규),후원사업(2)명,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME,,교정등록부(OPENED_O45)
마케팅 보고서,5. 캠페인별 LTV (신규),개발구분,4-5) 개발구분 테이블 참조,문자,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,,필드인벤토리
마케팅 보고서,5. 캠페인별 LTV (신규),회원번호,CRM,문자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
마케팅 보고서,5. 캠페인별 LTV (신규),개발(건),CRM,숫자,공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
마케팅 보고서,5. 캠페인별 LTV (신규),가입캠페인중단일,CRM,날짜,공26,FACT_MEMBER_MONTHLY.STOP_DATE,,필드인벤토리
마케팅 보고서,5. 캠페인별 LTV (신규),총납입금액(회비),CRM,숫자(회계),공69·70,FACT_MEMBER_MONTHLY.PAID_FEE,,필드인벤토리·별칭등록부

## 회원 보고서필드 → 지표#/GOLD
영역,섹션,필드값,데이터원천,데이터TYPE,대응_지표#,GOLD_매핑,분해축,매핑근거
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,기준일자,CRM,날짜,(215밖),DIM_DATE.FULL_DATE,,필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,월목표,CRM,숫자(회계),(215밖),FACT_DEV_ACHIEVEMENT.GOAL_CNT,,필드인벤토리~
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,누계목표,CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,연목표,CRM,숫자(회계),공3,SV metric — 분자: DEV_CNT(YR) / 분모: GOAL_CNT(YR),,지표사전~
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,법인,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,부서,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),,교정등록부(OPENED_O45)
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,홍보방법,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,상위캠페인,CRM,문자+숫자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,캠페인,CRM,문자+숫자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,개발구분,CRM,문자,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,,필드인벤토리
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,개발(명),CRM,숫자(회계),공148,FACT_MEMBER_MONTHLY.DEV_MEMBERS,,필드인벤토리
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,월 목표대비 개발건(%),CRM,백분율(계산식),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,누계 목표대비 개발건(%),CRM,백분율(계산식),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,기간윈도우: YTD 누계,SV파생
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,연 목표대비 개발건(%),CRM,백분율(계산식),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,방문수 합계,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,,필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,활성사용자 합계,GA,숫자(회계),공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,,필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,방문수 대비 개발건(%),GA,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,활성사용자 대비 개발건(%),GA,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,PC방문수,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,DIM_DEVICE.DEVICE_TYPE='PC',필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,M방문수,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,DIM_DEVICE.DEVICE_TYPE='M',필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,APP방문수,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,DIM_DEVICE.DEVICE_TYPE='APP' ⚠️축값 미적재,필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,PC활성사용자,GA,숫자(회계),공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,DIM_DEVICE.DEVICE_TYPE='PC',필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,M활성사용자,GA,숫자(회계),공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,DIM_DEVICE.DEVICE_TYPE='M',필드인벤토리·별칭등록부
1. 개발현황,1-1. [회원] 개발실적보고 (일일) · GA 필드,APP활성사용자,GA,숫자(회계),공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,DIM_DEVICE.DEVICE_TYPE='APP' ⚠️축값 미적재,필드인벤토리·별칭등록부
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,기준일자,CRM,날짜,(215밖),DIM_DATE.FULL_DATE,,필드인벤토리·별칭등록부
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,월 목표,CRM,숫자(회계),(215밖),FACT_DEV_ACHIEVEMENT.GOAL_CNT,,필드인벤토리~
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,누계목표,CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,연목표,CRM,숫자(회계),공3,SV metric — 분자: DEV_CNT(YR) / 분모: GOAL_CNT(YR),,지표사전~
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,법인,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,부서,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),,교정등록부(OPENED_O45)
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,홍보방법,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,캠페인,CRM,문자+숫자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,누계개발(건),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_CNT,기간윈도우: YTD 누계,SV파생
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,전주대비 증감(%),CRM/계산,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전주,SV파생
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,월 목표 대비 개발(%),CRM/계산,백분율,공1,SV metric — 분자: DEV_CNT / 분모: GOAL_CNT,,지표사전
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,누계 목표 대비 개발(%),CRM/계산,백분율,공2,SV metric — 분자: DEV_CNT(YTD) / 분모: GOAL_CNT(YTD),기간윈도우: YTD 누계,지표사전
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,연목표 대비 개발(%),CRM/계산,백분율,공3,SV metric — 분자: DEV_CNT(YR) / 분모: GOAL_CNT(YR),,지표사전
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,개발구성비1(%),CRM/계산,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,,SV파생
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,개발구성비2(%),CRM/계산,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,,SV파생
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · CRM 필드,전년 동월 누계개발(건),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: 전년 동기,SV파생
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · GA 필드,방문수,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,,필드인벤토리~
1. 개발현황,1-2. [회원] 개발실적보고 (주간) · GA 필드,활성사용자,GA,숫자(회계),공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,기준년월,CRM,날짜,,FACT_MEMBER_MONTHLY.MONTH_KEY,,교정등록부(WRONG_GRAIN)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,월 목표,CRM,숫자(회계),(215밖),FACT_DEV_ACHIEVEMENT.GOAL_CNT,,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,개발(명),CRM,숫자(회계),공148,FACT_MEMBER_MONTHLY.DEV_MEMBERS,,필드인벤토리
