# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-02
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
CRM,TM_CM_CMPGN_MNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_DEPT_INFO,DEPT_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_DEPT_INFO,DEPT_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_DEPT_INFO,UPPER_DEPT_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_DEPT_INFO,SORT_ORDR,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_DEPT_INFO,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_DEPT_INFO,ACMSLT_DEPT_YN,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_DEPT_INFO,STATS_DEPT_LVL,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_DEPT_INFO,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_DEPT_INFO,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_DEPT_INFO,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_DEPT_INFO,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_DEPT_INFO,ACMSLT_UPPER_DEPT_ID,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_DEPT_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_DEPT_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MBER_DVLP_GOAL,STDYY,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MBER_DVLP_GOAL,STDR_MT,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MBER_DVLP_GOAL,MBER_DVLP_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MBER_DVLP_GOAL,DEPT_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MBER_DVLP_GOAL,GOAL_CNT,NUMBER,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_MBER_DVLP_GOAL,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MBER_DVLP_GOAL,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_MBER_DVLP_GOAL,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MBER_DVLP_GOAL,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MBER_DVLP_GOAL,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_MBER_DVLP_GOAL,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_CMPGN_MNG,MK_CMPGN_CD,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `MKTG_CAMPAIGN_BK` (DIM_MARKETING_CAMPAIGN.sql)
CRM,TM_CM_MKTNG_CMPGN_MNG,MK_CMPGN_NM,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `MKTG_CAMPAIGN_NAME` (DIM_MARKETING_CAMPAIGN.sql)
CRM,TM_CM_MKTNG_CMPGN_MNG,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_MKTNG_CMPGN_MNG,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MKTNG_CMPGN_MNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_CMPGN_MNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_MKTNG_CMPGN_MNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_CMPGN_MNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_CMPGN_MNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_MKTNG_CMPGN_MNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_UTM,CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MKTNG_UTM,UPPER_CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MKTNG_UTM,MK_UTM,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_MKTNG_UTM,MK_UTM_NM,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_MKTNG_UTM,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_MKTNG_UTM,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_MKTNG_UTM,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_UTM,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_MKTNG_UTM,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_UTM,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_MKTNG_UTM,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_MKTNG_UTM,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_SPNSR_BSNS_INFO,SPNSR_BSNS_ID,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `SPONSORSHIP_BK` (DIM_SPONSORSHIP.sql)
CRM,TM_CM_SPNSR_BSNS_INFO,SPNSR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_SPNSR_BSNS_INFO,SPNSR_BSNS_NM,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
CRM,TM_CM_SPNSR_BSNS_INFO,SPNSR_BSNS_ABRV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_SPNSR_BSNS_INFO,DNTN_TY_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_SPNSR_BSNS_INFO,SORT_ORDR,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_SPNSR_BSNS_INFO,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_SPNSR_BSNS_INFO,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_SPNSR_BSNS_INFO,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_SPNSR_BSNS_INFO,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_SPNSR_BSNS_INFO,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_SPNSR_BSNS_INFO,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_SPNSR_BSNS_INFO,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_SPNSR_BSNS_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_SPNSR_BSNS_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SPNSR_NO,TEXT,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SPNSR_BSNS_NO,NUMBER,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_MM_FDRM_MBER_DVLP_AMT,OCCRRNC_DE,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SER_NO,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_DVLP_AMT,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_DVLP_AMT,ACT_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_DVLP_AMT,ACMSLT_DEPT_CD,TEXT,노출됨(GOLD),중간(브랜치별 상이),개명 적재 → GOLD `ORG_SK` (FACT_MEMBER_EVENT.sql) · ⚠️ 일부 브랜치는 센티넬 — FACT_MEMBER_EVENT.sql:276 `0 as ORG_SK`
CRM,TM_MM_FDRM_MBER_DVLP_AMT,CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SETLE_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_DVLP_AMT,MBER_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SEX,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_DVLP_AMT,AREA_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_DVLP_AMT,AGE,NUMBER,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SPNSR_TIME_CO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SPNSR_AMT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SPNSR_BSNS_ID,TEXT,노출됨(GOLD),중간(브랜치별 상이),개명 적재 → GOLD `SPONSORSHIP_SK` (FACT_MEMBER_EVENT.sql) · ⚠️ 일부 브랜치는 센티넬 — FACT_MEMBER_EVENT.sql:271 `0 as SPONSORSHIP_SK`
CRM,TM_MM_FDRM_MBER_DVLP_AMT,CANCL_RDCAMT_RSN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_DVLP_AMT,SPNSR_AMT,NUMBER,노출됨(GOLD),중간(모델별 상이),실적재 FACT_MEMBER_EVENT.sql / 하드코딩 FACT_MEMBER_EVENT.sql
CRM,TM_MM_FDRM_MBER_DVLP_AMT,DVLP_DIV_CD,TEXT,노출됨(GOLD),중간(모델별 상이),실적재 FACT_MEMBER_EVENT.sql / 하드코딩 FACT_MEMBER_EVENT.sql
CRM,TM_MM_FDRM_MBER_DVLP_AMT,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_DVLP_AMT,FRST_RGSTR_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_DVLP_AMT,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_DVLP_AMT,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,MBER_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_INFO,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_INFO,SLRCLD_LRR_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,MOBLPHON_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,TSTM_DIV_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,ETC_TSTM_DIV_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,ETC_CTTPC_REL_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,ETC_CTTPC_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,EMAIL_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,PSTMTR_RECPTN_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_INFO,EMAIL_RECPTN_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_INFO,CHRCTR_RECPTN_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,BL_ENTRPS_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,SPECL_MNG_CD1,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,SPECL_MNG_CD2,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,TNI_CU_BL_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,MBER_STAT_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_INFO,RELATNSP_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,ACT_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,HMPG_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,JOIN_PATH_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_INFO,CTI_SYNCHRN_DIV_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,STDR_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MM_FDRM_MBER_INFO,REGIST_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_INFO,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_INFO,SEX,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_IRSD,OCCRRNC_DE,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_IRSD,SER_NO,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_IRSD,ACMSLT_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_IRSD,CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_IRSD,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_IRSD,SPNSR_AMT,NUMBER,노출됨(GOLD),중간(모델별 상이),실적재 FACT_MEMBER_EVENT.sql / 하드코딩 FACT_MEMBER_EVENT.sql
CRM,TM_MM_FDRM_MBER_IRSD,SETLE_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_IRSD,MBER_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_IRSD,SEX,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_IRSD,AREA_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_IRSD,AGE,NUMBER,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
CRM,TM_MM_FDRM_MBER_IRSD,SPNSR_TIME_CO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_IRSD,SPNSR_AMT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_IRSD,RDCAMT_YN,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_IRSD,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_IRSD,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_IRSD,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,OCCRRNC_DE,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,SER_NO,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,SPNSR_NO,NUMBER,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,SPNSR_BSNS_NO,NUMBER,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,SPNSR_AMT,NUMBER,노출됨(GOLD),중간(모델별 상이),실적재 FACT_MEMBER_EVENT.sql / 하드코딩 FACT_MEMBER_EVENT.sql
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,BF_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,AF_STAT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,RELATNSP_DVLP_DIV_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,ACCNUT_STATS_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,CHILD_STATS_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_RELATNSP_DVLP_AMT,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_RE_SPNSR,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RE_SPNSR,SER_NO,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RE_SPNSR,RE_SPNSR_DE,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RE_SPNSR,REGIST_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_RE_SPNSR,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_RE_SPNSR,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_RE_SPNSR,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_SPNSR,SPNSR_NO,TEXT,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_MM_FDRM_MBER_SPNSR,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR,CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR,ACMSLT_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR,JOIN_PATH_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_FDRM_MBER_SPNSR,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_SPNSR,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MM_FDRM_MBER_SPNSR,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_SPNSR,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,SPNSR_NO,TEXT,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,SPNSR_BSNS_NO,NUMBER,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,SPNSR_BSNS_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,SPNSR_AMT,NUMBER,노출됨(GOLD),중간(모델별 상이),실적재 FACT_MEMBER_EVENT.sql / 하드코딩 FACT_MEMBER_EVENT.sql
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,SPNSR_DSCNTC_DE,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,SPNSR_DSCNTC_YN,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,SPNSR_DSCNTC_RSN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_SPNSR_BSNS,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,SPNSR_DSCNTC_DE,TEXT,SILVER까지만,높음,GOLD 미승격
